CODIGO,ESTABLECIMIENTO,DEPARTAMENTO,MUNICIPIO,TELEFONO
10-14-2542-46,COLEGIO MIXTO COMUNITARIO EL TRIUNFO,SUCHITEPEQUEZ,PATULUL,
10-14-2550-46,COLEGIO PRIVADO SAN ANDRES,SUCHITEPEQUEZ,PATULUL,
10-15-0040-46,COLEGIO PRIVADO MIXTO SANTA BARBARA,SUCHITEPEQUEZ,SANTA BARBARA,
10-15-0041-46,COLEGIO PRIVADO MIXTO SANTA BARBARA,SUCHITEPEQUEZ,SANTA BARBARA,
10-15-0043-46,COLEGIO PRIVADO MIXTO SANTA BARBARA,SUCHITEPEQUEZ,SANTA BARBARA,
10-17-0032-46,COLEGIO PRIVADO MIXTO LA UNION,SUCHITEPEQUEZ,SANTO TOMAS LA UNION,
10-19-0010-46,COLEGIO EVANGELICO PRIVADO MIXTO NUEVA VISION,SUCHITEPEQUEZ,PUEBLO NUEVO,
10-19-0014-46,COLEGIO EVANGELICO PRIVADO MIXTO NUEVA VISION,SUCHITEPEQUEZ,PUEBLO NUEVO,
10-20-2410-46,COLEGIO MIXTO MODERNO,SUCHITEPEQUEZ,RIO BRAVO,
10-21-0092-46,COLEGIO PRIVADO MIXTO SUPERACION,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,
08-01-0232-46,CENTRO DE ESTUDIOS AVANZADOS DE TOTONICAPAN,TOTONICAPAN,TOTONICAPAN,
08-01-0233-46,CENTRO DE ESTUDIOS AVANZADOS DE TOTONICAPAN,TOTONICAPAN,TOTONICAPAN,
08-01-0261-46,CENTRO DE ESTUDIOS AVANZADOS DE TOTONICAPAN,TOTONICAPAN,TOTONICAPAN,
08-01-2170-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,TOTONICAPAN,TOTONICAPAN,
08-01-2426-46,INSTITUTO MIXTO DE EDUCACION DE DIVERSIFICADO POR COOPERATIVA,TOTONICAPAN,TOTONICAPAN,
08-02-0024-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,
08-02-0042-46,COLEGIO PRIVADO MIXTO FRANCISCO MARROQUIN,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,
08-02-0043-46,COLEGIO MIXTO CENTROAMERICANO,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,
08-02-0099-46,COLEGIO PRIVADO MIXTO FRANCISCO MARROQUIN,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,
08-02-2242-46,LICEO SAN CARLOS,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,
08-02-2298-46,LICEO PRIVADO MIXTO SAN CARLOS POR MADUREZ,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,
08-03-0031-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,TOTONICAPAN,SAN FRANCISCO EL ALTO,
08-04-0021-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,TOTONICAPAN,SAN ANDRES XECUL,
08-05-0480-46,INSTITUTO DIVERSIFICADO ADSCRITO AL INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA NOCTURNO SANTIAGO,TOTONICAPAN,MOMOSTENANGO,
08-05-2227-46,INSTITUTO PRIVADO MIXTO MOMUSTITLAN,TOTONICAPAN,MOMOSTENANGO,
08-05-2228-46,INSTITUTO PRIVADO MIXTO MOMUSTITLAN,TOTONICAPAN,MOMOSTENANGO,
08-05-2260-46,INSTITUTO EDUCATIVO TULAN,TOTONICAPAN,MOMOSTENANGO,
08-06-2297-46,COLEGIO PRIVADO MIXTO TZ OLOJCHE,TOTONICAPAN,SANTA MARIA CHIQUIMULA,
19-01-0082-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE ADMINISTRACION PUBLICA JN,ZACAPA,ZACAPA,
19-01-0083-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE ADMINISTRACION PUBLICA JV,ZACAPA,ZACAPA,
19-01-0143-46,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,ZACAPA,ZACAPA,
19-01-0159-46,INSTITUTO FEMENINO DE EDUCACION MEDIA,ZACAPA,ZACAPA,
19-01-0696-46,ESCUELA PARTICULAR MIXTA DE EDUCACION FISICA MONTE MARIA,ZACAPA,ZACAPA,
19-01-0894-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,ZACAPA,ZACAPA,
19-01-1207-46,INSTITUTO DE TURISMO Y AVIACION DE ORIENTE,ZACAPA,ZACAPA,
19-01-1208-46,INSTITUTO DE TURISMO Y AVIACION DE ORIENTE,ZACAPA,ZACAPA,
19-03-1005-46,LIBERTY COLLEGE POR MADUREZ,ZACAPA,RIO HONDO,
19-04-0198-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO EPISCOPAL EMAUS JV,ZACAPA,GUALAN,
19-05-0026-46,COLEGIO MAYA TECULUTAN,ZACAPA,TECULUTAN,
19-06-1011-46,INSTITUTO NACIONAL DE TELEBACHILLERATO CON FORMACION INTEGRAL PARA EL TRABAJO,ZACAPA,USUMATLAN,
19-07-0993-46,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA TELEBACHILLERATO,ZACAPA,CABANAS,
19-09-0671-46,LICEO PARTICULAR JIREH,ZACAPA,LA UNION,
19-10-0008-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ZACAPA,HUITE,
14-01-0077-46,INSTITUTO ADOLFO V HALL,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0079-46,COLEGIO EVANGELICO METODISTA UTATLAN,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0080-46,LICEO MIXTO QUICHE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0085-46,INSTITUTO NORMAL MIXTO JUAN DE LEON,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0090-46,COLEGIO MIXTO BILINGUE INTERCULTURAL Q IJ,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0091-46,LICEO MODERNO LATINO,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0108-46,COLEGIO TECNICO AVANZADO,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0110-46,LICEO TECNOLOGICO DE OCCIDENTE LA PREPARATORIA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0112-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0115-46,INSTITUTO NORMAL MIXTO JUAN DE LEON,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0163-46,COLEGIO EVANGELICO METODISTA JOHN WESLEY,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0166-46,LICEO MIXTO QUICHE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0167-46,COLEGIO MULTIEDUCATIVO LA REFORMA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0176-46,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0178-46,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0180-46,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0181-46,INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0183-46,COLEGIO CIENTIFICO INTEGRAL EINSTEIN,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0186-46,COLEGIO MIXTO BILINGUE INTERCULTURAL Q IJ,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0189-46,COLEGIO MIXTO BILINGUE INTERCULTURAL Q IJ,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0193-46,LICEO TECNOLOGICO DE OCCIDENTE LA PREPARATORIA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0195-46,COLEGIO NUESTRA SENORA DEL ROSARIO,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0199-46,COLEGIO NUESTRA SENORA DEL ROSARIO,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0210-46,COLEGIO EJECUTIVO PRE UNIVERSITARIO EN COMPUTACION CLASSE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0227-46,LICEO TECNOLOGICO DE OCCIDENTE LA PREPARATORIA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0230-46,COLEGIO SAN FRANCISCO JAVIER DE QUICHE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0231-46,ESCUELA NORMAL BILINGUE INTERCULTURAL K ICHE TIJOB AL UTUX MAYAB WINAQ OXLAJUJ TZ I,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0235-46,LICEO TECNOLOGICO DE OCCIDENTE LA PREPARATORIA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0236-46,INSTITUTO TECNICO DE NIVEL MEDIO,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0242-46,INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0243-46,LICEO MIXTO QUICHE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0247-46,LICEO TECNOLOGICO LA PREPARATORIA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0249-46,INSTITUTO PRIVADO TECNICO INDUSTRIAL QUICHE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0255-46,INSTITUTO PRIVADO TECNICO INDUSTRIAL QUICHE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0257-46,CENTRO DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0259-46,COLEGIO EJECUTIVO PRE UNIVERSITARIO EN COMPUTACION CLASSE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0260-46,CENTRO DE ESTUDIOS AVANZADOS NO J CEAN,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0265-46,PROGRAMA NACIONA DE EDUCACION ALTERNATIVA PRONEA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0267-46,COLEGIO VIRTUAL QUICHE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0269-46,INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0270-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR HUNAHPU E IXBALANQUE COEEX,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0271-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0273-46,LICEO MIXTO QUICHE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0275-46,COLEGIO EJECUTIVO PRE UNIVERSITARIO EN COMPUTACION CLASSE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0276-46,COLEGIO DE FORMACION INTEGRAL DISCIPULOS DE JESUS,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0278-46,CENTRO DE EDUCACION EXTRAESCOLAR CEEX DEPARTAMENTAL,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0279-46,INSTITUTO PRIVADO TECNICO INDUSTRIAL QUICHE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0287-46,COLEGIO IDEA VIRTUAL,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-0288-46,COLEGIO MULTIEDUCATIVO LA REFORMA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-1137-46,INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-3544-46,INSTITUTO PRIVADO TECNICO INDUSTRIAL QUICHE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-3848-46,LICEO CRISTIANO SINAI,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-4550-46,LICEO MIXTO QUICHE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-4555-46,COLEGIO EJECUTIVO PRE UNIVERSITARIO EN COMPUTACION CLASSE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-5098-46,ESCUELA NORMAL DE EDUCACION FISICA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-5221-46,ESCUELA NORMAL BILINGUE INTERCULTURAL K ICHE TIJOB AL UTUX MAYAB WINAQ OXLAJUJ TZ I,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-5679-46,LICEO TECNOLOGICO DE OCCIDENTE LA PREPARATORIA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-5718-46,COLEGIO EJECUTIVO PRE UNIVERSITARIO EN COMPUTACION CLASSE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-5958-46,COLEGIO CIENTIFICO DR EDUARDO SUGER,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-5998-46,COLEGIO PRIVADO LICEO MIXTO QUICHE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-5999-46,COLEGIO PRIVADO LICEO MIXTO QUICHE,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-6070-46,COLEGIO MULTIEDUCATIVO LA REFORMA,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-6071-46,COLEGIO MIXTO BILINGUE INTERCULTURAL Q IJ,QUICHE,SANTA CRUZ DEL QUICHE,
14-01-6123-46,INSTITUTO TECNICO DE NIVEL MEDIO,QUICHE,SANTA CRUZ DEL QUICHE,
14-02-0027-46,COLEGIO EVANGELICO ADONAI,QUICHE,CHICHE,
14-03-0040-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,CHINIQUE,
14-03-0043-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR COEEX,QUICHE,CHINIQUE,
14-04-0039-46,CENTRO EDUCATIVO RI TINAMIT KUWALSAJ RIB FE Y ALEGRIA NO 11,QUICHE,ZACUALPA,
14-04-0048-46,LICEO INTERCULTURAL ZACUALPA,QUICHE,ZACUALPA,
14-04-0050-46,LICEO INTERCULTURAL ZACUALPA,QUICHE,ZACUALPA,
14-04-0058-46,CENTRO DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,ZACUALPA,
14-05-0061-46,COLEGIO EVANGELICO METODISTA FILADELFIA,QUICHE,CHAJUL,
14-05-0066-46,CENTRO EDUCATIVO MIXTO BILINGUE INTERCULTURAL KAJB AL NO J,QUICHE,CHAJUL,
14-05-0080-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSENANZA,QUICHE,CHAJUL,
14-05-0083-46,INSTITUTO DIVERSIFICADO SOCIEDAD IXIL,QUICHE,CHAJUL,
14-05-0084-46,INSTITUTO DIVERSIFICADO MIXTO BILINGUE,QUICHE,CHAJUL,
14-05-0091-46,CENTRO DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,CHAJUL,
14-05-0103-46,COLEGIO MIXTO HORIZONTES SIN LIMITES IXIL,QUICHE,CHAJUL,
14-05-5455-46,INSTITUTO DIVERSIFICADO SOCIEDAD IXIL,QUICHE,CHAJUL,
14-06-0020-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-0038-46,CENTRO EDUCATIVO ANUNCIATA,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-0048-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-0049-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-0060-46,INSTITUTO DIVERSIFICADO DE EDUCACION POR COOPERATIVA,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-0066-46,CENTRO DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-0070-46,CENTRO DE ESTUDIOS AVANZADOS NO J CEAN,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-0071-46,CENTRO DE ESTUDIOS AVANZADOS NO J CEAN,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-0072-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-0073-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-0153-46,TECNOLOGICO ALTIPLANO,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-1079-46,ESCUELA DE CIENCIAS COMERCIALES,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-3740-46,INSTITUTO PRIVADO DE CIENCIAS SECRETARIALES,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-5093-46,INSTITUTO TECNOLOGICO KICHE DE FORMACION Y PRODUCCION PARA EL DESARROLLO Y LA PAZ,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-5460-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-5701-46,CENTRO DE ESTUDIOS AVANZADOS NO J CEAN,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-06-5967-46,INSTITUTO TECNOLOGICO CHUPOL,QUICHE,SANTO TOMAS CHICHICASTENANGO,
14-07-0009-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,PATZITE,
14-08-0033-46,COLEGIO PRE UNIVERSITARIO NUEVO MILENIO,QUICHE,SAN ANTONIO ILOTENANGO,
14-08-6084-46,INSTITUTO EDUCATIVO PARA EL DESARROLLO EMPRESARIAL Y SOCIAL IDES,QUICHE,SAN ANTONIO ILOTENANGO,
14-09-0068-46,CENTRO EDUCATIVO MIXTO BILINGUE INTERCULTURAL UNO JB AL XOKOPILA CEMBI,QUICHE,SAN PEDRO JOCOPILAS,
14-09-0074-46,COLEGIO MIXTO INTERCULTURAL BILINGUE SAN JOSE,QUICHE,SAN PEDRO JOCOPILAS,
14-09-0091-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,SAN PEDRO JOCOPILAS,
14-10-0052-46,COLEGIO MIXTO BILINGUE INTERCULTURAL HERMANO OSCAR AZMITIA,QUICHE,CUNEN,
14-10-0059-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,CUNEN,
14-10-0077-46,COLEGIO MIXTO BILINGUE INTERCULTURAL HERMANO OSCAR AZMITIA,QUICHE,CUNEN,
14-10-0078-46,COLEGIO MIXTO BILINGUE INTERCULTURAL HERMANO OSCAR AZMITIA,QUICHE,CUNEN,
14-10-0079-46,COLEGIO MIXTO BILINGUE INTERCULTURAL HERMANO OSCAR AZMITIA,QUICHE,CUNEN,
14-10-0092-46,COLEGIO MIXTO BILINGUE INTERCULTURAL HERMANO OSCAR AZMITIA,QUICHE,CUNEN,
14-10-0102-46,COLEGIO MIXTO BILINGUE INTERCULTURAL HERMANO OSCAR AZMITIA,QUICHE,CUNEN,
14-10-0103-46,LICEO TECNOLOGICO PREUNIVERSITARIO CUNEN,QUICHE,CUNEN,
14-10-4571-46,COLEGIO MIXTO BILINGUE INTERCULTURAL HERMANO OSCAR AZMITIA,QUICHE,CUNEN,
14-11-0043-46,COLEGIO TECNOLOGICO INTEGRAL IBOAC,QUICHE,SAN JUAN COTZAL,
14-11-0045-46,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ SAN JUAN,QUICHE,SAN JUAN COTZAL,
14-11-0048-46,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ SAN JUAN,QUICHE,SAN JUAN COTZAL,
14-11-0059-46,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ SAN JUAN,QUICHE,SAN JUAN COTZAL,
14-11-0068-46,COLEGIO EVANGELICO HOREB,QUICHE,SAN JUAN COTZAL,
14-11-0071-46,COLEGIO CRISTIANO NICOLAS,QUICHE,SAN JUAN COTZAL,
14-11-5000-46,INSTITUTO NORMAL MIXTO DIVERSIFICADO POR COOPERATIVA,QUICHE,SAN JUAN COTZAL,
14-12-0058-46,COLEGIO EVANGELICO METODISTA BEREA,QUICHE,JOYABAJ,
14-12-0059-46,INSTITUTO TECNOLOGICO DE ESTUDIOS AVANZADOS JOYABAJ,QUICHE,JOYABAJ,
14-12-0083-46,INSTITUTO PRIVADO MIXTO JOYABAJ,QUICHE,JOYABAJ,
14-12-0106-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA FLORENCIO CARRASCOZA,QUICHE,JOYABAJ,
14-12-0113-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,JOYABAJ,
14-12-0122-46,LICEO PRIVADO SANTA MARIA,QUICHE,JOYABAJ,
14-12-0125-46,LICEO PRIVADO SANTA MARIA,QUICHE,JOYABAJ,
14-12-0133-46,CENTRO DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,JOYABAJ,
14-12-0136-46,LICEO PRIVADO SANTA MARIA,QUICHE,JOYABAJ,
14-12-0501-46,ESCUELA PARTICULAR MIXTA JOYABATECA DE CIENCIAS COMERCIALES,QUICHE,JOYABAJ,
14-12-0955-46,LICEO PRIVADO SANTA MARIA,QUICHE,JOYABAJ,
14-12-1093-46,INSTITUTO PRIVADO MIXTO JOYABAJ,QUICHE,JOYABAJ,
14-13-0001-46,CENTRO DE ESTUDIOS AVANZADOS P C,QUICHE,NEBAJ,
14-13-0068-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,NEBAJ,
14-13-0095-46,COLEGIO PRIVADO MIXTO JESUS RUANO MORENO,QUICHE,NEBAJ,
14-13-0100-46,CENTRO DE EDUCACION MIXTO DE DIVERSIFICADO IXIL CEMDI,QUICHE,NEBAJ,
14-13-0114-46,COLEGIO CRISTIANO NICOLAS,QUICHE,NEBAJ,
14-13-0118-46,COLEGIO PRIVADO MIXTO JESUS RUANO MORENO,QUICHE,NEBAJ,
14-13-0120-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,NEBAJ,
14-13-0121-46,ESCUELA MOVIMIENTO JUVENIL DE INTEGRACION POPULAR MIJUVE POR COOPIXIL R L,QUICHE,NEBAJ,
14-13-0123-46,ESCUELA NORMAL BILINGUE INTERCULTURAL IXIL CHUSB AL TU YOLB AL ITUXH MAM KUK UY OXLAVAL TX II,QUICHE,NEBAJ,
14-13-0124-46,CENTRO DE ESTUDIOS INTEGRADOS TECNOLOGICO NEBAJ,QUICHE,NEBAJ,
14-13-0125-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,NEBAJ,
14-13-0126-46,CENTRO DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,NEBAJ,
14-13-0127-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR COEEX,QUICHE,NEBAJ,
14-13-0135-46,INSTITUTO MIXTO DIVERSIFICADO IXIL,QUICHE,NEBAJ,
14-13-0956-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA JESUS RUANO MORENO,QUICHE,NEBAJ,
14-13-4572-46,INSTITUTO MIXTO DIVERSIFICADO IXIL,QUICHE,NEBAJ,
14-13-5279-46,COLEGIO PRIVADO MIXTO MOLINA CASTILLO,QUICHE,NEBAJ,
14-13-5422-46,ESCUELA NORMAL BILINGUE INTERCULTURAL IXIL CHUSB AL TU YOLB AL ITUXH MAM KUK UY OXLAVAL TX II,QUICHE,NEBAJ,
14-13-5489-46,COLEGIO EVANGELICO MIXTO BETHANIA,QUICHE,NEBAJ,
14-13-5665-46,CENTRO DE ESTUDIOS INTEGRADOS TECNOLOGICO NEBAJ,QUICHE,NEBAJ,
14-13-6090-46,CENTRO DE ESTUDIOS AVANZADOS P C,QUICHE,NEBAJ,
14-14-0024-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,SAN ANDRES SAJCABAJA,
14-14-0040-46,INSTITUTO NORMAL MIXTO SAN ANDRES,QUICHE,SAN ANDRES SAJCABAJA,
14-14-0063-46,INSTITUTO NORMAL MIXTO SAN ANDRES,QUICHE,SAN ANDRES SAJCABAJA,
14-14-0070-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR COEEX,QUICHE,SAN ANDRES SAJCABAJA,
14-14-0083-46,LICEO CRISTIANO GENERACION CON PROPOSITO SANTO GPS,QUICHE,SAN ANDRES SAJCABAJA,
14-14-0085-46,COLEGIO ITALIANO,QUICHE,SAN ANDRES SAJCABAJA,
14-14-5492-46,INSTITUTO NORMAL MIXTO SAN ANDRES,QUICHE,SAN ANDRES SAJCABAJA,
14-15-0103-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,QUICHE,SAN MIGUEL USPANTAN,
14-15-0175-46,COLEGIO EVANGELICO METODISTA JOHN WESLEY,QUICHE,SAN MIGUEL USPANTAN,
14-15-0214-46,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA MARIO DEL VALLE,QUICHE,SAN MIGUEL USPANTAN,
14-15-0215-46,LICEO MIXTO SAN MIGUEL,QUICHE,SAN MIGUEL USPANTAN,
14-15-0217-46,LICEO MIXTO SAN MIGUEL,QUICHE,SAN MIGUEL USPANTAN,
14-15-0220-46,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,QUICHE,SAN MIGUEL USPANTAN,
14-15-0232-46,INSTITUTO MUNICIPAL DE MAGISTERIO BILINGUE INTERCULTURAL USPANTEKO,QUICHE,SAN MIGUEL USPANTAN,
14-15-0234-46,INSTITUTO TECNICO MAYA EN RECURSOS NATURALES,QUICHE,SAN MIGUEL USPANTAN,
14-15-0235-46,COLEGIO EVANGELICO METODISTA MARANATHA,QUICHE,SAN MIGUEL USPANTAN,
14-15-0249-46,COLEGIO EVANGELICO METODISTA MARANATHA,QUICHE,SAN MIGUEL USPANTAN,
14-15-0250-46,CENTRO EDUCATIVO PRIVADO TALITA KUMI,QUICHE,SAN MIGUEL USPANTAN,
14-15-0251-46,CENTRO EDUCATIVO PRIVADO TALITA KUMI,QUICHE,SAN MIGUEL USPANTAN,
14-15-0258-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,SAN MIGUEL USPANTAN,
14-15-0259-46,CENTRO OFICIAL DE EDUCACION EXTRAESCOLAR CEEX,QUICHE,SAN MIGUEL USPANTAN,
14-15-0262-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSENANZA,QUICHE,SAN MIGUEL USPANTAN,
14-15-0264-46,LICEO MIXTO SAN MIGUEL,QUICHE,SAN MIGUEL USPANTAN,
14-15-4573-46,INSTITUTO TECNICO MAYA EN RECURSOS NATURALES,QUICHE,SAN MIGUEL USPANTAN,
14-15-5319-46,COLEGIO EVANGELICO METODISTA MARANATHA,QUICHE,SAN MIGUEL USPANTAN,
14-15-5412-46,INSTITUTO MUNICIPAL DE MAGISTERIO BILINGUE INTERCULTURAL USPANTEKO,QUICHE,SAN MIGUEL USPANTAN,
14-15-6099-46,INSTITUTO TECNOLOGICO DE ESTUDIOS AVANZADOS USPANTAN,QUICHE,SAN MIGUEL USPANTAN,
14-16-0093-46,INSTITUTO MUNICIPAL DE SACAPULAS IMSAC,QUICHE,SACAPULAS,
14-16-0104-46,COLEGIO MIXTO DIVERSIFICADO INTERCULTURAL,QUICHE,SACAPULAS,
