CODIGO,ESTABLECIMIENTO,DEPARTAMENTO,MUNICIPIO,TELEFONO
16-01-2171-46,INSTITUTO MIXTO NUEVOS HORIZONTES,ALTA VERAPAZ,COBAN,
16-01-2301-46,INSTITUTO NORMAL PREPRIMARIA BILINGUE ADSCRITO AL INSTITUTO NORMAL MIXTO DEL NORTE EMILIO ROSALES PONCE,ALTA VERAPAZ,COBAN,
16-01-2947-46,INSTITUTO PRIVADO BASICO Y BACHILLERATO POR MADUREZ CARLOS V,ALTA VERAPAZ,COBAN,
16-01-8337-46,COLEGIO DE INFORMATICA CENINFAV,ALTA VERAPAZ,COBAN,
16-01-8813-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,ALTA VERAPAZ,COBAN,
16-03-0036-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,
16-03-1388-46,COLEGIO MESON,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,
16-04-1709-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO TACTIC JV,ALTA VERAPAZ,TACTIC,
16-04-8320-46,INSTITUTO AKALTIC,ALTA VERAPAZ,TACTIC,
16-04-8324-46,COLEGIO PRIVADO MIXTO LA ENSENANZA,ALTA VERAPAZ,TACTIC,
16-06-2398-46,INSTITUTO PRIVADO MIXTO DE MAGISTERIO BILINGUE TUKUR,ALTA VERAPAZ,SAN MIGUEL TUCURU,
16-07-0253-46,COLEGIO PRIVADO MIXTO JUAN AMOS COMENIO,ALTA VERAPAZ,PANZOS,
16-07-6948-46,COLEGIO PRIVADO MIXTO SAGRADO CORAZON,ALTA VERAPAZ,PANZOS,
16-07-6950-46,COLEGIO PRIVADO MIXTO SAGRADO CORAZON,ALTA VERAPAZ,PANZOS,
16-08-8292-46,INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGUE,ALTA VERAPAZ,SENAHU,
16-09-0007-46,CENTRO EDUCATIVO NUEVA VIDA,ALTA VERAPAZ,SAN PEDRO CARCHA,
16-09-0742-46,LICEO SAN PABLO,ALTA VERAPAZ,SAN PEDRO CARCHA,
16-09-8332-46,COLEGIO PARTICULAR MIXTO ISAIAS BARRIENTOS,ALTA VERAPAZ,SAN PEDRO CARCHA,
16-09-9259-46,COLEGIO STHELLA DE HERNANDEZ,ALTA VERAPAZ,SAN PEDRO CARCHA,
16-10-0001-46,LICEO COEDUCATIVO PRIVADO JAVIER DE LA VERAPAZ,ALTA VERAPAZ,SAN JUAN CHAMELCO,
16-10-0051-46,CENTRO EDUCATIVO AK NALEB,ALTA VERAPAZ,SAN JUAN CHAMELCO,
16-10-3816-46,LICEO DE BACHILLERATO EN COMPUTACION Y EDUCACION PARA EL HOGAR MBM JM,ALTA VERAPAZ,SAN JUAN CHAMELCO,
16-10-7307-46,LICEO PRE UNIVERSITARIO DEL NORTE,ALTA VERAPAZ,SAN JUAN CHAMELCO,
16-13-1616-46,COLEGIO MIXTO PRIVADO BILINGUE SAN JUAN,ALTA VERAPAZ,CHISEC,
16-14-0054-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALTA VERAPAZ,CHAHAL,
16-15-0002-46,COLEGIO PARTICULAR MIXTO EL EXITO,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,
16-15-0004-46,CENTRO DE PROMOCION FEMENINA RATZ UM KICHE,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,
16-15-0005-46,INSTITUTO MIXTO INTERCULTURAL FRAYBARTOLOMENCE IMIF,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,
16-17-0081-46,COLEGIO MIXTO PRIVADO BILINGUE SAN JUAN,ALTA VERAPAZ,RAXRUHA,
15-01-0111-46,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,BAJA VERAPAZ,SALAMA,
15-01-0112-46,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,BAJA VERAPAZ,SALAMA,
15-01-0114-46,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,BAJA VERAPAZ,SALAMA,
15-01-1732-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,BAJA VERAPAZ,SALAMA,
15-01-1948-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,BAJA VERAPAZ,SALAMA,
15-01-2062-46,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,BAJA VERAPAZ,SALAMA,
15-02-2035-46,COLEGIO MIXTO PRIVADO SAN JOSE DE BETANCUR POR MADUREZ,BAJA VERAPAZ,SAN MIGUEL CHICAJ,
15-03-0134-46,LICEO PRIVADO MIXTO DE CIENCIAS COMERCIALES RABINAL ACHI,BAJA VERAPAZ,RABINAL,
15-03-1794-46,COLEGIO MIXTO PRIVADO MARIA ESMERALDA,BAJA VERAPAZ,RABINAL,
15-03-2053-46,COLEGIO PARTICULAR MIXTO VIDA NUEVA,BAJA VERAPAZ,RABINAL,
15-05-0034-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BAJA VERAPAZ,GRANADOS,
15-05-1940-46,CENTRO DE ESTUDIOS MAGISTERIALES CEM,BAJA VERAPAZ,GRANADOS,
15-05-2172-46,CENTRO DE ESTUDIOS MAGISTERIALES CEM,BAJA VERAPAZ,GRANADOS,
04-01-0061-46,INSTITUTO TECNOLOGICO CHIMALTECO,CHIMALTENANGO,CHIMALTENANGO,
04-01-0096-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CHIMALTENANGO,CHIMALTENANGO,
04-01-0128-46,LICEO NUEVA GENERACION,CHIMALTENANGO,CHIMALTENANGO,
04-01-0139-46,COLEGIO BLESS,CHIMALTENANGO,CHIMALTENANGO,
04-01-0141-46,COLEGIO BLESS,CHIMALTENANGO,CHIMALTENANGO,
04-01-0142-46,COLEGIO BLESS,CHIMALTENANGO,CHIMALTENANGO,
04-01-0347-46,COLEGIO BLESS,CHIMALTENANGO,CHIMALTENANGO,
04-01-0635-46,CENTRO EDUCATIVO CON ORIENTACION VOCACIONAL Y OCUPACIONAL POP WUJ,CHIMALTENANGO,CHIMALTENANGO,
04-01-0652-46,INSTITUTO MIXTO DE EDUCACION MEDIA BILINGUE CIENTIFICO,CHIMALTENANGO,CHIMALTENANGO,
04-01-0711-46,CORPORACION DE INFORMATICA EDUCATIVA NACIONAL CIEN,CHIMALTENANGO,CHIMALTENANGO,
04-01-2103-46,CORPORACION DE INFORMATICA EDUCATIVA NACIONAL CIEN,CHIMALTENANGO,CHIMALTENANGO,
04-01-2291-46,COLEGIO EVANGELICO MIXTO AMERICA,CHIMALTENANGO,CHIMALTENANGO,
04-01-2552-46,CENTRO EDUCATIVO CON ORIENTACION VOCACIONAL Y OCUPACIONAL POPO WUJ,CHIMALTENANGO,CHIMALTENANGO,
04-01-2556-46,LICEO APLICADO EN COMPUTACION,CHIMALTENANGO,CHIMALTENANGO,
04-01-2671-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,CHIMALTENANGO,CHIMALTENANGO,
04-01-2715-46,INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ ASECSA,CHIMALTENANGO,CHIMALTENANGO,
04-01-2983-46,ESCUELA NORMAL BILINGUE INTERCULTURAL,CHIMALTENANGO,CHIMALTENANGO,
04-01-2994-46,INSTITUTO TECNOLOGICO DE ESTUDIOS SUPERIORES MILENIUM,CHIMALTENANGO,CHIMALTENANGO,
04-01-3069-46,INSTITUTO PRIVADO DE BACHILLERATO,CHIMALTENANGO,CHIMALTENANGO,
04-01-3071-46,INSTITUTO PRIVADO DE BACHILLERATO,CHIMALTENANGO,CHIMALTENANGO,
04-02-0003-46,INSTITUTO EDUCATIVO INTERCULTURAL,CHIMALTENANGO,SAN JOSE POAQUIL,
04-02-0010-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POAQUIL,CHIMALTENANGO,SAN JOSE POAQUIL,
04-02-2135-46,INSTITUTO MIXTO DEL NIVEL MEDIO CICLO DIVERSIFICADO,CHIMALTENANGO,SAN JOSE POAQUIL,
04-02-2302-46,COLEGIO DE EDUCACION MEDIA IXIN AC UALA,CHIMALTENANGO,SAN JOSE POAQUIL,
04-03-2463-46,ESCUELA DE FORMACION DE MAESTROS DE EDUCACION PRIMARIA CON ORIENTACION BILINGUE KAQCHIKEL NIM NA OJ,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,
04-03-2987-46,COLEGIO EL LEGADO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,
04-03-2991-46,COLEGIO EL LEGADO,CHIMALTENANGO,SAN MARTIN JILOTEPEQUE,
04-04-0010-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA XEKUPILAJ CERRO SAGRADO,CHIMALTENANGO,SAN JUAN COMALAPA,
04-04-0074-46,LICEO CRISTIANO MONTE SION 2,CHIMALTENANGO,SAN JUAN COMALAPA,
04-06-0039-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA 6 DE FEBRERO,CHIMALTENANGO,TECPAN GUATEMALA,
04-06-2168-46,LICEO CIENTIFICO EN COMPUTACION IXIMCHE,CHIMALTENANGO,TECPAN GUATEMALA,
04-07-0003-46,CENTRO EDUCATIVO INTEGRAL DEL AREA RURAL CEIDAR,CHIMALTENANGO,PATZUN,
04-07-0018-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA FRATERNIDAD,CHIMALTENANGO,PATZUN,
04-07-3102-46,CENTRO INTEGRAL DE EDUCACION CIENTIFICA PATZUN,CHIMALTENANGO,PATZUN,
04-11-0003-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA AGROFORESTAL,CHIMALTENANGO,ACATENANGO,
04-11-0474-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA ACATENANGO,CHIMALTENANGO,ACATENANGO,
04-11-0995-46,INSTITUTO PRACTICO DE EDUCACION MEDIA,CHIMALTENANGO,ACATENANGO,
04-12-2091-46,INSTITUTO PRACTICO DE EDUCACION MEDIA,CHIMALTENANGO,SAN PEDRO YEPOCAPA,
04-15-0009-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SALVANDO NUESTRA NATURALEZA,CHIMALTENANGO,ZARAGOZA,
04-15-0010-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ILUMINANDO EL MUNDO,CHIMALTENANGO,ZARAGOZA,
04-15-0599-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA PARA OBREROS,CHIMALTENANGO,ZARAGOZA,
04-15-3250-46,LICEO BILINGUE LOS ANGELES,CHIMALTENANGO,ZARAGOZA,
04-16-0002-46,ESCUELA NORMAL DE EDUCACION DE EDUCACION FISICA,CHIMALTENANGO,EL TEJAR,
20-01-0028-46,COLEGIO CIENTIFICO EN INFORMATICA ELECTRONICA Y TELECOMUNICACIONES ADY,CHIQUIMULA,CHIQUIMULA,
20-01-0041-46,INSTITUTO MODERNO CHIQUIMULTECO,CHIQUIMULA,CHIQUIMULA,
20-01-0131-46,ESCUELA PRIVADA DE EDUCACION FISICA DE ORIENTE,CHIQUIMULA,CHIQUIMULA,
20-01-0132-46,ESCUELA PRIVADA DE EDUCACION FISICA DE ORIENTE,CHIQUIMULA,CHIQUIMULA,
20-01-0183-46,COLEGIO PRIVADO MIXTO SABIDURIA,CHIQUIMULA,CHIQUIMULA,
20-01-0184-46,COLEGIO PRIVADO MIXTO SABIDURIA,CHIQUIMULA,CHIQUIMULA,
20-01-1749-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,CHIQUIMULA,CHIQUIMULA,
20-01-1788-46,INSTITUTO BASICO POR COOPERATIVA DE ENSENANZA CON ORIENTACION EN COMPUTACION,CHIQUIMULA,CHIQUIMULA,
20-01-1848-46,ESCUELA NORMAL INFANTIL INTERCULTURAL DE CHIQUIMULA,CHIQUIMULA,CHIQUIMULA,
20-01-2349-46,LICEO TECNOCIENCIA BILINGUE DE CHIQUIMULA,CHIQUIMULA,CHIQUIMULA,
20-01-2352-46,LICEO TECNOCIENCIA BILINGUE DE CHIQUIMULA,CHIQUIMULA,CHIQUIMULA,
20-04-0073-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CHIQUIMULA,JOCOTAN,
20-04-0100-46,COLEGIO MIXTO DIVERSIFICADO,CHIQUIMULA,JOCOTAN,
20-04-0566-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE CIENCIAS COMERCIALES CON ORIENT EN COMPUTACION,CHIQUIMULA,JOCOTAN,
20-05-0087-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CHIQUIMULA,CAMOTAN,
20-05-0088-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CHIQUIMULA,CAMOTAN,
20-05-0089-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CHIQUIMULA,CAMOTAN,
20-05-0466-46,INSTITUTO PRIV MIXTO DE EDUCACION DIVERSIFICADA ESCUELA DE CIENCIAS COMERCIALES,CHIQUIMULA,CAMOTAN,
20-06-0491-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE CIENCIAS COMERCIALES,CHIQUIMULA,OLOPA,
20-06-1787-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSENANZA LIC MARIO ROLANDO TORRES MARROQUIN,CHIQUIMULA,OLOPA,
20-07-0334-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO ESQUIPULTECO,CHIQUIMULA,ESQUIPULAS,
20-07-2085-46,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,CHIQUIMULA,ESQUIPULAS,
20-07-2365-46,COLEGIO PRIVADO MIXTO RENACIMIENTO,CHIQUIMULA,ESQUIPULAS,
20-08-1595-46,LICEO TECNICO CONCEPCION,CHIQUIMULA,CONCEPCION LAS MINAS,
20-09-0038-46,COMPLEJO EDUCATIVO INTERCULTURAL,CHIQUIMULA,QUEZALTEPEQUE,
20-10-0013-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CHIQUIMULA,SAN JACINTO,
20-11-0002-46,INSTITUTO TECNICO INDUSTRIAL ALBERT EINSTEIN,CHIQUIMULA,IPALA,
20-11-2373-46,LICEO IPALTECO,CHIQUIMULA,IPALA,
05-01-0112-46,INSTITUTO PRIVADO PARA SENORITAS DE EDUCACION DIVERSIFICADA CENTRO EDUCATIVO ESPANOL,ESCUINTLA,ESCUINTLA,
05-01-0114-46,CENTRO EDUCATIVO COLEGIO MIGUEL ANGEL ASTURIAS,ESCUINTLA,ESCUINTLA,
05-01-0117-46,LICEO MIXTO NOCTURNO IZCUINTLAN,ESCUINTLA,ESCUINTLA,
05-01-0123-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO MINERVA,ESCUINTLA,ESCUINTLA,
05-01-0131-46,CENTRO EDUCATIVO MIGUEL ANGEL ASTURIAS,ESCUINTLA,ESCUINTLA,
05-01-0153-46,CENTRO EDUCATIVO MAYA,ESCUINTLA,ESCUINTLA,
05-01-0665-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA TECNICO INDUSTRIAL DEL SUR,ESCUINTLA,ESCUINTLA,
05-01-0666-46,INSTITUTO DE SISTEMAS EN INFORMATICA,ESCUINTLA,ESCUINTLA,
05-01-0718-46,INSTITUTO PARTICULAR MIXTO DE BACHILLERATO POR MADUREZ CIENCIA Y DESARROLLO,ESCUINTLA,ESCUINTLA,
05-01-0719-46,INSTITUTO ANDRAGOGICO,ESCUINTLA,ESCUINTLA,
05-01-0750-46,INSTITUTO MIXTO PRIVADO DIVERSIFICADO POR MADUREZ SUPERACION INTEGRAL,ESCUINTLA,ESCUINTLA,
05-01-0907-46,COLEGIO MIXTO LA PREPARATORIA,ESCUINTLA,ESCUINTLA,
05-01-1906-46,COLEGIO INTEGRAL LA SUPERACION,ESCUINTLA,ESCUINTLA,
05-01-2265-46,ESCUELA CIENTIFICA DE INFORMATICA,ESCUINTLA,ESCUINTLA,
05-01-2417-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,ESCUINTLA,ESCUINTLA,
05-01-2438-46,INSTITUTO DE EDUCACION DIVERSIFICADA ADSCRITO AL IEBC,ESCUINTLA,ESCUINTLA,
05-01-2568-46,INSTITUTO DE COMPUTACION INFORMATICA ICI,ESCUINTLA,ESCUINTLA,
05-01-2908-46,LICEO EVANGELICO DEL NIVEL MEDIO CON ORIENTACION CIENTIFICA NAZARETH,ESCUINTLA,ESCUINTLA,
05-01-3023-46,LICEO CRISTIANO PREUNIVERSITARIO BETEL,ESCUINTLA,ESCUINTLA,
05-01-3024-46,LICEO CRISTIANO PREUNIVERSITARIO BETEL,ESCUINTLA,ESCUINTLA,
05-01-3098-46,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,ESCUINTLA,ESCUINTLA,
05-02-0024-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,
05-02-0222-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO COTZUMALGUAPA POR MADUREZ,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,
05-02-0223-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZON,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,
05-02-0227-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO EVANGELICO BETHEL,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,
05-02-0234-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO EVANGELICO BETHEL,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,
05-02-0761-46,LICEO DE CIENCIAS COMERCIALES,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,
05-02-1780-46,COLEGIO CRISTIANO EMMANUEL,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,
05-02-1785-46,INSTITUTO PROFESIONAL FUNDAZUCAR,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,
05-02-1786-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA SAGRADO CORAZON,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,
05-02-2755-46,CENTRO DE EDUCACION PARA ADULTOS,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,
05-02-2859-46,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,
05-02-3001-46,INSTITUTO MUNICIPAL DE BACHILLERATO PARCELAMIENTO EL JABALI,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,
05-02-3002-46,INSTITUTO MUNICIPAL DE BACHILLERATO PARCELAMIENTO EL CAJON,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,
05-03-0006-46,INSTITUTO MUNICIPAL MIXTO DE EDUCACION DIVERSIFICADA,ESCUINTLA,LA DEMOCRACIA,
05-03-2983-46,INSTITUTO MUNICIPAL DE DIVERSIFICADO,ESCUINTLA,LA DEMOCRACIA,
05-04-2069-46,INSTITUTO MIXTO DE EDUCACION POR COOPERATIVA,ESCUINTLA,SIQUINALA,
05-05-0667-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO DE CIENCIAS COMERCIALES MASAGUA,ESCUINTLA,MASAGUA,
05-05-0897-46,INSTITUTO PRIVADO MIXTO DE EDUCACION MEDIA DEL SUR,ESCUINTLA,MASAGUA,
05-06-0363-46,COLEGIO IBDC,ESCUINTLA,TIQUISATE,
05-06-0367-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO SANTO TOMAS,ESCUINTLA,TIQUISATE,
05-06-0762-46,COLEGIO CIENCIA Y ARTE,ESCUINTLA,TIQUISATE,
05-06-3059-46,COLEGIO MIXTO DIVERSIFICADO,ESCUINTLA,TIQUISATE,
05-06-3093-46,INSTITUTO TECNICO PRIVADO VOCACIONAL DEL SUR,ESCUINTLA,TIQUISATE,
05-06-3094-46,INSTITUTO TECNICO PRIVADO VOCACIONAL DEL SUR,ESCUINTLA,TIQUISATE,
05-07-0023-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ESCUINTLA,LA GOMERA,
05-07-2498-46,INSTITUTO DE COMPUTACION INFORMATICA,ESCUINTLA,LA GOMERA,
05-07-2676-46,INSTITUTO NORMAL MIXTO,ESCUINTLA,LA GOMERA,
05-08-0718-46,INSTITUTO PARTICULAR MIXTO DE BASICO Y BACHILLERATO EN CIENCIASY LETRAS CIENCIA Y DESARROLLO,ESCUINTLA,GUANAGAZAPA,
05-08-3043-46,INSTITUTO MIXTO MIGUEL DE CERVANTES,ESCUINTLA,GUANAGAZAPA,
05-08-3045-46,COLEGIO PRIVADO DE DIVERSIFICADO LICEO TECNICO UNIONENSE,ESCUINTLA,GUANAGAZAPA,
05-08-3046-46,COLEGIO PRIVADO DE DIVERSIFICADO LICEO TECNICO UNIONENSE,ESCUINTLA,GUANAGAZAPA,
05-09-2948-46,COLEGIO CATOLICO SANTO DOMINGO SAVIO,ESCUINTLA,SAN JOSE,
05-10-0021-46,CENTRO EDUCATIVO JOSE MARTI,ESCUINTLA,IZTAPA,
05-10-2844-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA MISAEL AVILA ESCOBAR,ESCUINTLA,IZTAPA,
05-11-0004-46,CENTRO EDUCATIVO PRIVADO VICTORIA,ESCUINTLA,PALIN,
05-12-2329-46,INSTITUTO DE ENSENANZA DIVERSIFICADA POR COOPERATIVA LIC EVERARDO ANTONIO GODOY DAVILA,ESCUINTLA,SAN VICENTE PACAYA,
05-13-0725-46,COLEGIO MIXTO GUATEMALA,ESCUINTLA,NUEVA CONCEPCION,
05-13-1918-46,INSTITUTO DE COMPUTACION INFORMATICA ICI,ESCUINTLA,NUEVA CONCEPCION,
05-13-2450-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ADSCRITO AL INSTITUTO OFICIAL EXPERIMENTAL DE EDUCACION CON ORIENTACION OCUPACL,ESCUINTLA,NUEVA CONCEPCION,
13-01-0159-46,COLEGIO EVANGELICO MIXTO CHIMUSINIQUE,HUEHUETENANGO,HUEHUETENANGO,
13-01-0162-46,COLEGIO EVANGELICO MIXTO CHIMUSINIQUE,HUEHUETENANGO,HUEHUETENANGO,
13-01-0163-46,COLEGIO EVANGELICO MIXTO CHIMUSINIQUE,HUEHUETENANGO,HUEHUETENANGO,
13-01-0204-46,ESCUELA DE COMERCIO ESFUERZO NOCTURNA,HUEHUETENANGO,HUEHUETENANGO,
13-01-1502-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA RAFAEL LANDIVAR,HUEHUETENANGO,HUEHUETENANGO,
13-01-5307-46,IPMB Y BACHILLERATO POR MADUREZ DR JORGE VIDES MOLINA,HUEHUETENANGO,HUEHUETENANGO,
13-01-5756-46,INSTITUTO DIVERSIFICADO PRIVADO MIXTO LUIS ARTURO LEMUS,HUEHUETENANGO,HUEHUETENANGO,
13-01-6390-46,ESCUELA NORMAL INFANTIL BILINGUE INTERCULTURAL JAXNAQTZAL MAM KYE AJXNAQTZAL,HUEHUETENANGO,HUEHUETENANGO,
13-01-6391-46,COLEGIO PRIVADO MIXTO EMANUEL,HUEHUETENANGO,HUEHUETENANGO,
13-01-6926-46,COLEGIO MIXTO BILINGUE TECNOLOGICO FELIPE RINALDI,HUEHUETENANGO,HUEHUETENANGO,
13-01-6952-46,COLEGO PRIVADO MIXTO HERMANO PEDRO,HUEHUETENANGO,HUEHUETENANGO,
13-01-7082-46,LICEO PRIVADO MIXTO MONTESSORI,HUEHUETENANGO,HUEHUETENANGO,
13-01-7083-46,LICEO PRIVADO MIXTO MONTESSORI,HUEHUETENANGO,HUEHUETENANGO,
13-02-6384-46,COLEGIO PRIVADO MIXTO GENESIS,HUEHUETENANGO,CHIANTLA,
13-02-6867-46,INSTITUTO PRIVADO DE EDUCACION MEDIA BUENOS AIRES,HUEHUETENANGO,CHIANTLA,
13-02-6868-46,COLEGIO PARROQUIAL MONSENOR ANDRES GIRON,HUEHUETENANGO,CHIANTLA,
13-03-0033-46,INEB,HUEHUETENANGO,MALACATANCITO,
13-03-7095-46,INSTITUTO PARTICULAR MIXTO INTERCULTURAL DE MALACATANCITO,HUEHUETENANGO,MALACATANCITO,
13-03-7096-46,INSTITUTO PARTICULAR MIXTO INTERCULTURAL DE MALACATANCITO,HUEHUETENANGO,MALACATANCITO,
13-04-6329-46,LICEO DE COMPUTACION CUILCO,HUEHUETENANGO,CUILCO,
13-04-7122-46,COLEGIO PRIVADO MIXTO JOSE ERNESTO MONZON,HUEHUETENANGO,CUILCO,
13-07-0039-46,INSTITUTO MIXTO COMUNITARIO DE EDUCACION BILINGUE INTERCULTURAL QANIL,HUEHUETENANGO,JACALTENANGO,
13-07-0433-46,INSTITUTO MIXTO B ALUNH Q ANA,HUEHUETENANGO,JACALTENANGO,
13-07-1628-46,INSTITUTO PRIVADO MIXTO DE BACHILLERATO POR MADUREZ MADRE ROSA CARDIS,HUEHUETENANGO,JACALTENANGO,
13-08-0020-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,HUEHUETENANGO,SAN PEDRO SOLOMA,
13-08-5044-46,INSTITUTO NORMAL MIXTO PRIVADO,HUEHUETENANGO,SAN PEDRO SOLOMA,
13-08-6889-46,ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA AMERG,HUEHUETENANGO,SAN PEDRO SOLOMA,
13-09-1598-46,ESCUELA PARTICULAR DE CIENCIAS COMERCIALES,HUEHUETENANGO,SAN ILDEFONSO IXTAHUACAN,
13-11-5762-46,INSTITUTO DE CIENCIAS COMERCIALES POR COOPERATIVA ANEXA A IMBANC,HUEHUETENANGO,LA LIBERTAD,
13-11-5791-46,INSTITUTO DE CIENCIAS COMERCIALES POR COOPERATIVA,HUEHUETENANGO,LA LIBERTAD,
13-11-6596-46,INSTITUTO PRIVADO MIXTO DE MAGISTERIO DE EDUCACION PRIMARIA,HUEHUETENANGO,LA LIBERTAD,
13-12-1509-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA BACHILLERATO POR MADUREZ,HUEHUETENANGO,LA DEMOCRACIA,
13-12-6584-46,INSTITUTO PRIVADO MIXTO DE MAGISTERIO DE EDUCACION PRIMARIA INTERCULTURAL,HUEHUETENANGO,LA DEMOCRACIA,
13-12-6888-46,ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA AMERG,HUEHUETENANGO,LA DEMOCRACIA,
13-18-7136-46,INSTITUTO NORMAL MIXTO POR COOPERATIVA ADSCRITO AL INSTITUTO EDUCACION BASICA POR COOPERATIVA,HUEHUETENANGO,SAN MATEO IXTATAN,
13-23-0021-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,HUEHUETENANGO,SAN JUAN IXCOY,
13-24-6741-46,LICEO PRIVADO MIXTO REAL AMERICANO,HUEHUETENANGO,SAN ANTONIO HUISTA,
13-26-0001-46,INSTITUTO PRIVADO MIXTO LA UNION,HUEHUETENANGO,SANTA CRUZ BARILLAS,
13-26-1264-46,ESCUELA NACIONAL CIENCIAS COMERCIALES,HUEHUETENANGO,SANTA CRUZ BARILLAS,
